french,fongbe,labels
"Il faudra que tu éteignes toutes les lumières du salon avant de monter te coucher ce soir, s'il te plaît.","A na ɖó na cí zogbɛ́n e ɖò salon ɔ mɛ lɛ é bǐ cobo na yì mlɔ́ ayǐ zǎn elɔ mɛ, kɛnklɛn.",positive
"Après qu'il eut soigneusement expliqué sa théorie complexe, les étudiants, impressionnés, ont longuement applaudi leur professeur passionné.","Ee é tinmɛ nǔkplɔnmɛ tɔn e gɛ́dɛ́ é ganji gudo é ɔ, nǔkplɔntɔ́ e jiwǔ nú ye lɛ é xò alɔ nú mɛ̌si yetɔn e ɖó jlǒ ɖaxó é nú táan gegě.",positive
"Nous habitons cette charmante petite ville depuis bientôt dix ans, et nous nous y plaisons vraiment beaucoup, tu sais.","Mǐ ko nɔ toxo kpɛví ɖɛkpɛɖɛkpɛ enɛ mɛ sín xwè wǒ mɔ̌ ɖíe, bɔ mǐ yí wǎn nú fí tawun, a tuùn.",positive
"Autrefois, les gens écrivaient de longues lettres pour prendre des nouvelles de leurs proches éloignés, c'était une autre époque.","Ð’ayǐ ɔ, mɛ lɛ nɔ wlan wema gaga lɛ dó mɔ wɛn hɛnnumɔ yetɔn e ɖò zɔ lɛ é tɔn; hwenu ɖevo wɛ é nyí.",neutral
"Elle viendra certainement nous rendre visite pendant les vacances de Noël, à condition que son travail le lui permette bien sûr.","É na wá ba mǐ kpɔ́n ɖò Natáaxwe sín xwè lɛ hwenu dandan, enyi azɔ̌ tɔn na gbè ɛ ɔ nɛ.",positive
"Dès qu'il eut aperçu son amie dans la foule, il lui fit immédiatement de grands signes pour attirer son attention.","Tlolo e é mɔ xɔ́ntɔn tɔn ɖò agǔn ɔ mɛ é ɔ, é yawu xò alɔ tɔn syɛnsyɛn bo na dó dɔn ayi tɔn wá éɖée jí.",positive
"Nous étions en train de dîner tranquillement lorsque soudain, une panne d'électricité plongea tout le quartier dans le noir.","Mǐ ɖò gbadanu nùɖuɖu ɖé ɖu wɛ ɖò cícící mɛ, bɔ ajijimɛ ɔ, hlɔnhlɔn ɖé kú bɔ ablu gɔ́ xá ɔ bǐ mɛ.",negative
"Il est essentiel que vous finissiez ce rapport complexe avant vendredi, car le directeur le réclame avec insistance.","É ɖò taji ɖɔ a ni fó gbeɖiɖó e vɛwǔ é enɛ cobɔ Vɔsanúxwlémawutɔ́zɔ́ ɔ na wá, ɖó gǎn ɔ ɖò biba wɛ kpo kanɖodonǔwu kpo.",negative
"Chaque été, mes grands-parents nous racontaient avec émotion leur rencontre romantique sur une plage de Normandie.","Hwenu e jǐ nɔ ja é tɛgbɛ ɔ, tɔ́gbó ce lɛ nɔ ɖɔ wanyiyi e ye mɔ ɖò tɔ̀ tó ɖò Normandie é nú mǐ kpo ayi bǐ kpo.",positive
"Quand tu seras grand, tu comprendras enfin pourquoi nous avons pris toutes ces décisions difficiles pour toi.","Enyi a sù ɔ, a na wá mɔ nukúnnú jɛ nǔ e wu mǐ wá gbeta vɛwǔ enɛ lɛ bǐ kɔn nú we é wu.",negative
"Le spectacle avait déjà commencé lorsque les retardataires, essayant de se faufiler, cherchèrent désespérément leurs places dans le noir.","Nǔwiwa ɔ ko bɛ́ hwenu e mɛ e wá gudo lɛ é, bo ɖò tintɛnkpɔn wɛ bo na hwlɛn yeɖée gán, bo ɖò tɛn yetɔn lɛ ba wɛ kpo kanɖodonǔwu kpo ɖò ablu mɛ é.",negative
"Pendant que tu promèneras le chien dans le parc, je préparerai rapidement le dîner pour ce soir, d'accord ?",Hwenu e a na ɖo cuku ɔ ɖiɖɔ wɛ ɖo jikpá ɔ mɛ ɔ‚ un na yawu ɖa gbadanu nuɖuɖu nu zanzan elɔ‚ e nyɔ ?,positive
"Il aurait préféré que nous le prévenions plus tôt de notre arrivée imprévue, afin de pouvoir mieux nous recevoir.","É na ko nyɔ́ n’i ɖɔ mǐ ni ko gb’akpá n’i dó fí e mǐ wá ɖò ajijimɛ é wu jɛ nukɔn, bonu é na dó sixu yí mǐ ganji.",negative
"Nous aurions aimé visiter ce célèbre musée, malheureusement il était fermé pour cause de travaux de rénovation cette semaine-là.","Mǐ na ko yí wǎn nú nǔ e è nɔ hɛn ɖ’ayǐ ɖò xɔgbigbázɔ́watɛn nukúnɖeji enɛ é yiyi, é blawu ɖɔ è sú i ɖó nǔ lɛ jijlaɖó wu ɖò aklunɔzán gbla enɛ mɛ.",negative
"Pourvu que le soleil brille pendant notre week-end à la mer, nous pourrions enfin nous baigner et nous détendre un peu.","Enyi hwesivɔ na bo tlɛ hɔ́n ɖò aklunɔzán gblamɛ fifó mǐtɔn e ɖò xùtó é mɛ ɔ, mǐ sixu wá lɛ tɔ bo gbɔjɛ kpɛɖé.",positive
Elle regretta amèrement de ne pas avoir suivi les conseils avisés de sa meilleure amie concernant cette affaire délicate.,É vɛ́ n’i tawun ɖɔ é kún xwedó wěɖexámɛ nùnywɛ tɔn xɔ́ntɔn tɔn vívɛ́ ɔ tɔn dó xó syɛnsyɛn enɛ wu ó.,negative
"Aussitôt que le professeur eut posé la difficile question, plusieurs étudiants levèrent timidement la main pour tenter d'y répondre.","Ee mɛ̌si ɔ kàn nǔ e vɛwǔ é byɔ tlolo é ɔ, wemaxɔmɛví gègě sɔ́ alɔ yetɔn lɛ jǐ kpo winnya kpo bo na dó tɛ́n kpɔ́n bo na na xósin na.",negative
Nous allions enfin sortir du bureau quand notre patron nous demanda soudain de terminer un dossier très urgent.,Mǐ wá tɔ́n sín azɔ̌xɔsa ɔ mɛ hwenu e gǎn mǐtɔn byɔ mǐ ajijimɛ ɖɔ mǐ ni fó wema e ɖò dandan tawun é ɖé é.,negative
"Bien que tu aies travaillé très sérieusement toute cette année, tes résultats pourraient encore être améliorés, tu sais.","A ko w’azɔ̌ syɛnsyɛn ɖò xwè ɔ bǐ mɛ có, nǔ e a mɔ lɛ é sixu kpó ɖò ɖagbe hugǎn wɛ, a tuùn.",positive
"La conférence avait à peine débuté que déjà quelques spectateurs, fatigués, commençaient à somnoler discrètement sur leurs sièges.",Kpléɖókpɔ́ ɔ ko bɛ́ tlolo bɔ nǔkpɔntɔ́ e nǔ cikɔ na lɛ é ɖé lɛ ko jɛ amlɔ dɔ́ jí ɖò nǔglɔ ɖò zinkpo yetɔn lɛ jí.,negative
"Tous les dimanches matins, nous allons acheter des croissants encore chauds à la boulangerie du coin de la rue.","Aklunɔzángbe zǎnzǎn tɛgbɛ ɔ, mǐ nɔ yì xɔ croissant e kpó ɖò zozo wɛ lɛ é ɖò wɔxúxúbatɛn e ɖò zwe jí é.",positive
"Dès son plus jeune âge, elle manifesta un talent exceptionnel pour la musique et plus particulièrement pour le violon.","Sín hwenu e é ɖò vǔ tawun é ɔ, é ɖè nǔwukpikpé bunɔ ɖé xlɛ́ ɖò hanjiji linu, bɔ ɖò taji ɔ, ɖò violon mɛ.",positive
"Pendant que nous marcherons en montagne, n'oublie surtout pas de rester bien sur le sentier balisé pour des raisons de sécurité.","Hwenu e mǐ ɖò zɔnlin ɖi wɛ ɖò só lɛ jí é ɔ, kɛnklɛn bo flín ɖɔ emi ɖó na nɔ ali e è ɖó wuntun é jí ɖó ayijayǐ wutu.",positive
Maintenir une hydratation suffisante tout au long de la journée est fondamental pour garantir le bon fonctionnement de tous nos organes vitaux.,Sin e kpé é ɖiɖó ɖò kéze ɔ bǐ mɛ ɖò taji tawun bo na zɔ́n bɔ agbaza mǐtɔn sín wǔjɔnú taji lɛ bǐ na w’azɔ̌ ganji.,positive
"Une alimentation équilibrée, riche en fruits et légumes frais, fournit les vitamines et minéraux essentiels à notre organisme.","Nǔɖuɖu e ɖò jlɛ̌ jí é ɖé, ee mɛ atín sínsɛ́n kpo ama kpo e è ma ko ɖa ǎ lɛ é sukpɔ́ ɖè é nɔ na vitamine kpo nǔ taji e agbaza mǐtɔn ɖó hudo tɔn lɛ é kpo.",positive
"La pratique régulière d'une activité physique, même modérée comme la marche, renforce le système cardiovasculaire et améliore le moral.","Agbazazɔ́wiwa hwɛhwɛ, é na bo tlɛ nyí azɔ̌wiwa ɖò bǎ ɖé mɛ ɖi zɔnlin ɖiɖi ɔ, é nɔ hɛn ayi mɛtɔn lidǒ, bo nɔ lɛ́ zɔ́n bɔ è nɔ ɖó ayixa ɖagbe.",positive
Un sommeil réparateur de sept à huit heures par nuit est nécessaire pour permettre à notre corps de se régénérer efficacement.,"Amlɔ e nɔ vɔ́ agbaza mǐtɔn blóɖó é sín ganxixo tɛnwe jɛ tantɔn ɖò zǎn ɖokpo mɛ ɖò dandan, bo na dó sixu vɔ́ agbaza mǐtɔn blóɖó ganji.",positive
Il est crucial d'apprendre à gérer son stress quotidien par la méditation ou la relaxation pour préserver sa santé mentale.,É ɖò taji tawun ɖɔ è ni kplɔ́n bo na ɖí xwi xá adohu adohu ayihɔngbe ayihɔngbe tɔn lɛ gbɔn tamɛ linlin alǒ gbɔjɛ gblamɛ bo na dó hɛn ayi mɛtɔn ɖó te.,positive
Penser à effectuer des bilans de santé préventifs réguliers permet de détecter d'éventuels problèmes à un stade précoce.,Lanmɛ na nɔ ganji gbéjé kpɔ́n hwɛhwɛ bo na dó gló azɔn ɔ nɔ d’alɔ bɔ è nɔ tuùn tagba ɖěɖee sixu wá lɛ é ɖò bǐbɛ̌mɛ.,positive
Réduire sa consommation de sel et de sucres ajoutés contribue significativement à diminuer les risques de maladies chroniques.,"Enyi a nɔ ɖè jɛ̌ kpo suklé e è nɔ gɔ́ na lɛ é kpo kpò ɔ, é nɔ d’alɔ tawun bɔ azɔn e nɔ hɛn mɛ gble lɛ é nɔ hwe d’eji.",positive
"S'exposer raisonnablement au soleil, tout en se protégeant, est indispensable pour faire le plein de vitamine D.","Hwesivɔ nu hwiɖée ɖò jlɛ̌ jí, bo lɛ́ cyɔn alɔ hwiɖée jí ɔ, é ɖò taji ɖɔ a ni mɔ vitamine D gɔ́.",positive
"Adopter une bonne posture au travail, surtout devant un écran, prévient les douleurs dorsales et les tensions musculaires.","Enyi è nɔ nɔ tɛn ɖagbe mɛ ɖò azɔ̌mɛ, ɖò taji ɔ, ɖò nǔ e è nɔ kpɔ́n ɖò nǔjlɛdonǔwu jí é nukɔn ɔ, é nɔ zɔ́n bɔ akɔ́n nɔ vɛ́ mɛ ǎ, bɔ kan lɛ nɔ lɛ́ syɛn ǎ.",positive
Limiter sa consommation d'alcool et ne pas fumer sont les meilleures décisions que l'on puisse prendre pour sa santé.,Gbeta ɖagbe hugǎn e mɛɖé sixu wá nú lanmɛ na nɔ ganji tɔn é wɛ nyí ɖɔ è ni ɖó dogbó nú ahan nunu kpo azɔnunu kpo.,positive
Prendre le temps de bien mâcher les aliments favorise une digestion optimale et envoie un signal de satiété au cerveau.,"Enyi è nɔ sɔ́ hwenu dó ɖu nǔɖuɖu ganji ɔ, é nɔ zɔ́n bɔ nǔɖuɖu nɔ ɖu ganji, bo nɔ lɛ́ sɛ́ wuntun ɖé dó taglomɛ ɖɔ è gɔ́ xomɛ.",positive
Cultiver des relations sociales positives et entretenir un réseau d'amis solide est un pilier souvent négligé de la bonne santé.,Kancica ɖagbe lɛ ɖiɖó xá mɛ ɖevo lɛ kpo xɔ́ntɔn syɛnsyɛn lɛ ɖiɖó kpo nyí nǔ taji e nɔ zɔ́n bɔ è nɔ ɖó lanmɛ syɛn hunsin ɖagbe é ɖé bɔ è nɔ wɔn hwɛhwɛ.,positive
Penser à se laver les mains régulièrement est un geste simple et pourtant redoutablement efficace contre la propagation des microbes.,"Flínflín bo nɔ klɔ́ alɔ hwɛhwɛ nyí ali e bɔkun é ɖé, amɔ̌, é nɔ w’azɔ̌ tawun bo nɔ zɔ́n bɔ azɔnkwín lɛ nɔ gbakpé ǎ.",positive
Il est important d'écouter son corps et de consulter un médecin dès l'apparition de symptômes inhabituels qui persistent.,É ɖò taji ɖɔ a ni ɖótó agbaza towe bo yì ba dotóo kpɔ́n tlolo bɔ nǔ e ma ko jɛ kpɔ́n ǎ lɛ é na tɔ́n bo lɛ́ kpó ɖò te.,negative
Varier son alimentation en incluant différentes sources de protéines (végétales et animales) assure un apport complet en nutriments.,"Enyi a nɔ ɖyɔ nǔɖuɖu towe gbɔn nǔ e mɛ proteine ɖè lɛ é vovo lɛ ɖiɖó gblamɛ (atín kpo kanlin kpo) ɔ, é nɔ zɔ́n bɔ a nɔ ɖu nǔɖuɖu e nɔ na lanmɛ é bǐ mlɛ́mlɛ́.",positive
Protéger son audition en limitant le volume des écouteurs et en portant des bouchons en milieu bruyant est essentiel.,É ɖò taji ɖɔ è ni cyɔn alɔ tó towe jí gbɔn gbè e è nɔ dó ɖó tó mɛ é ɖiɖekpo kpo tóɖówema lɛ zinzan kpo gblamɛ ɖò fí e zǐngídi ɖè lɛ é.,positive
La pratique d'exercices de respiration profonde peut instantanément calmer le système nerveux et réduire l'anxiété.,"Enyi è nɔ kplɔ́n lee è nɔ gbɔjɛ syɛnsyɛn gbɔn é ɔ, é sixu zɔ́n bɔ hǔn mɛtɔn na fá tlolo, bo na lɛ́ ɖè adohu adohu kpò.",positive
Veiller à un apport suffisant en calcium et en vitamine D est crucial pour maintenir une bonne densité osseuse avec l'âge.,"É ɖò taji ɖɔ è ni hɛn nǔɖuɖu e mɛ è nɔ mɔ calcium kpo vitamine D kpo ɖè é ɖó ganji, bo na dó sixu hɛn xú lɛ ɖó ganji hwenu e ye ɖò xwè sɔ́ wɛ é.",positive
S'accorder des moments de déconnexion numérique chaque jour aide à réduire la fatigue mentale et améliore la concentration.,"Enyi è nɔ yí gbɔjɛ ɖò nǔnywɛ xwitixwiti sín nǔ lɛ mɛ ayihɔngbe ayihɔngbe ɔ, é nɔ d’alɔ bɔ nǔ nɔ cikɔ nú mɛ ɖò ayi mɛ, bo nɔ lɛ́ zɔ́n bɔ è nɔ sɔ́ ayi ɖó nǔ jí ganji.",positive
Boire une infusion ou un verre d'eau tiède au réveil aide à réhydrater le corps et à stimuler le transit intestinal.,"Enyi è nu amasin sín téé alǒ sin zozo kɔ́fu ɖokpo hwenu e è fɔ́n é ɔ, é nɔ d’alɔ bɔ agbaza ɔ nɔ mɔ sìn, bo nɔ lɛ́ zɔ́n bɔ xomɛ nɔ gbɔn fí ɔ.",positive
Intégrer des exercices de renforcement musculaire dans sa routine hebdomadaire aide à préserver sa mobilité et son métabolisme.,"Enyi a nɔ sɔ́ agbazazɔ́ e nɔ hɛn agbaza towe lidǒ lɛ é dó nǔwiwa towe lɛ mɛ ɖò aklunɔzán gbla ɖokpo ɖokpo mɛ ɔ, é nɔ d’alɔ we bɔ a nɔ hɛn agbaza towe ɖó te, bo nɔ lɛ́ hɛn nǔ e ɖò agbaza towe mɛ lɛ é ɖó te.",positive
Il est essentiel de bien choisir et d'appliquer correctement sa crème solaire pour prévenir le vieillissement cutané et les cancers.,"Nǔ e nɔ cyɔn alɔ agbaza jí ɖò hwesivɔ nu lɛ é cyan kpo ye zinzan kpo ganji ɖò taji bo na dó bló bɔ agbaza mɛtɔn ma na kpò ó, bɔ kansɛ́ɛzɔn na lɛ́ jɛ mɛ jí ó.",positive
Consacrer du temps à des loisirs créatifs ou à des activités plaisir est un excellent moyen de maintenir un bon équilibre psychologique.,Hwenu zinzan dó ayiɖeɖayi nǔɖiɖó tɔn lɛ alǒ nǔwiwa e nɔ víví nú mɛ lɛ é jí nyí ali ɖagbe ɖé bɔ è na gbɔn bo na hɛn ayi mɛtɔn ɖó jlɛ̌ jí.,positive
Aérer son logement au moins dix minutes par jour permet de réduire la concentration de polluants intérieurs et de renouveler l'air.,"Enyi a nɔ bló bɔ jɔhɔn nɔ gbɔn xwé towe gbè nú cɛju wǒ mɔ̌ ɖò kéze ɖokpo mɛ ɔ, é nɔ d’alɔ bɔ nǔ kwijikwiji e ɖò xwé towe gbè lɛ é nɔ hwe d’eji, bo nɔ lɛ́ vɔ́ jɔhɔn ɔ blóɖó.",positive
Prendre soin de son microbiote intestinal en consommant des fibres et des probiotiques influence positivement l'immunité et le moral.,"Enyi a nɔ kpé nukún dó nǔ e nɔ hɛn nǔ gblé dó mɛ wu lɛ é wu gbɔn fibre kpo probiotiques kpo ɖuɖu gblamɛ ɔ, é nɔ wà nǔ dó agbaza mɛtɔn kpo lee nǔ nɔ cí nú mɛ é kpo wu ganji.",positive
Alterner les périodes de travail assis avec de courtes pauses actives est bénéfique pour la circulation sanguine et la concentration.,"Enyi è nɔ ɖyɔ hwenu e è nɔ w’azɔ̌ ɖò ayijinjɔn jí é kpo gbɔjɛ klewun klewun e è nɔ zán lɛ é kpo ɔ, é nɔ wà ɖagbe nú hunxixo kpo ayixa mɛtɔn kpo.",positive
S'exposer à la lumière naturelle dès le matin aide à réguler l'horloge biologique et améliore la qualité du sommeil futur.,"Weziza jɔwamɔ tɔn e è nɔ mɔ jɛ nukɔn ɖò zǎnzǎn é nɔ d’alɔ bɔ è nɔ bló bɔ ganxixo nǔɖogbɛ lɛ tɔn nɔ ɖò jlɛ̌ jí, bo nɔ lɛ́ zɔ́n bɔ è nɔ dɔ́ amlɔ ganji ɖò sɔgudo.",positive
Se fixer des objectifs de santé réalistes et progressifs augmente les chances de les adopter durablement dans son quotidien.,"Enyi è sɔ́ nǔ e gbé nya wɛ è ɖè ɖò lanmɛ na nɔ ganji linu bɔ ye na sɔgbe bo lɛ́ ɖò nukɔn yì wɛ lɛ é ɖ’ayǐ ɔ, é nɔ zɔ́n bɔ è nɔ ɖó ali ɖagbe hugǎn bo na yí gbè nú ye ɖò gbɛzán mɛtɔn ayihɔngbe ayihɔngbe tɔn mɛ.",positive
Veiller à avoir un bon éclairage pour lire ou travailler prévient la fatigue oculaire et les maux de tête associés.,"Enyi a hɛn ɔ, a na ɖó weziza ɖagbe bo na dó xà nǔ alǒ w’azɔ̌ na ɔ, é nɔ zɔ́n bɔ nukún nɔ xò nǔ kpɔ́n ǎ, bɔ taɖumɛ e nɔ xwedó é nɔ lɛ́ gló we.",positive
"Prendre conscience que la santé est un état de bien-être complet, physique et mental, et pas seulement une absence de maladie.","Bo na dó tuùn ɖɔ lanmɛ na nɔ ganji nyí ninɔmɛ agbaza kpo ayi kpo tɔn e mɛ è nɔ ɖó ganji é ɖé, é nyí azɔn ma ɖò mɛ wu kpowun ǎ.",positive
"ici 30 phrases en français pour la catégorie ""Interactions Sociales"" :",Xógbe 30 ɖíe ɖò Flanségbe mɛ nú xóta &quot;Interactions Sociales&quot;:,neutral
"Bonjour, comment allez-vous aujourd'hui ?",Kudo le hwenu‚ nε mi ɖe gbɔn egbe ?,neutral
"Je suis désolé, je suis un peu en retard.",Ma sin xomɛ ó‚ un gbɔ hwenu kpɛɖe.,negative
"À tout à l'heure, passez une bonne journée.","Mi na mɔ miɖee hweɖevonu, mi ni ɖu azan ɖagbe.",positive
"Excusez-moi, je cherche la rue Victor Hugo.","Mi sɔ kɛ mi, un ɖo Victor Hugo sin ali ba wɛ.",negative
"Félicitations pour votre réussite, c'est super !","Alɔ mitɔn ɖi e, e nyɔ ganji!",positive
"À bientôt j'espère, prenez bien soin de vous.","Mi na mɔ miɖee zaanɖe un ɖo nukun ɖɔ, mi hɛn miɖee ganji.",positive
"Je vous présente mon ami, Thomas.",Mi nú má xlɛ́ xɔ́ntɔn ce Thomas mi.,positive
Bon appétit à tout le monde !,"Mi ɖu nuɖuɖu mitɔn, mɛ bi!",positive
"Avec plaisir, je viendrai à ta fête.","Kpodo xomɛhunhun kpo ɔ, un na wá xwè towe tɛnmɛ.",positive
"Pardon, je n'ai pas compris votre question.",Sɔ́ kpé‚ un mɔ nu jɛ nukanbyɔ mitɔn mɛ ǎ.,negative
Je suis ravi de te revoir après tout ce temps.,É víví nú mì tawun ɖɔ un lɛ́vɔ mɔ we ɖò hwenu enɛ lɛ bǐ gudo.,positive
"Attention à vous, et bonne continuation !","Mi cɔ́ miɖée, bó ná ɖó taɖagbe!",positive
"S'il vous plaît, pourriez-vous m'aider ?",Mi kɛnklɛn bo d&#39;alɔ mi à ?,neutral
"Je vous en prie, n'hésitez pas à demander.",Mi kɛnklɛn bo ma gɔn nǔ byɔ ó.,positive
Quoi de neuf depuis la dernière fois ?,Etɛ wɛ nyi yɔyɔ sin hwenu e wa yi ɔ ?,neutral
"Toutes mes excuses, ce n'était pas volontaire.","Mi savo nu mi, un jlo na blo ǎ.",negative
"Vous êtes trop gentil, merci infiniment.","A nyɔ́ xomɛ dín, é na cɛ nú we tawun.",positive
On se fait une pause café tout à l'heure ?,Mi na nu kafe kpɛɖe ɖo nukɔnmɛ wɛ a ?,neutral
"Salut les amis, comment ça va ?",Xɔntɔn ce lɛ‚ nε mi ɖe gbɔn ?,neutral
Je vous remercie de votre patience.,Mi do ku nu mi ɖo sukpɔ mitɔn wu.,positive
"À la vôtre, santé !",É sù!,positive
Désolé de vous déranger si tard.,Mi sɔ́ kpé wú bó dó tagba nú mi káká jɛ hwenu e un ɖó é.,negative
"Joyeux anniversaire, profite bien de ta journée.","Mi ɖu jigbezan mitɔn ganji, mi ɖu vivɛ nu azan mitɔn.",positive
Ravi d'avoir pu échanger avec vous.,É víví nú mì tawun ɖɔ ali hun nú mì bɔ un ɖɔ xó xá we.,positive
Bonne chance pour votre examen demain !,Mi ɖu vivɛ nu tɛnkpɔn mitɔn sɔ!,positive
"ici 30 phrases développées sur le thème de la santé, en français :","Xógbe 30 e è bló ɖó lanmɛ na nɔ ganji sín xota jí lɛ é ɖíe, ɖò Flanségbe mɛ:",neutral
"Pour préserver sa santé cardiovasculaire, il est essentiel de pratiquer une activité physique régulière et d'adopter une alimentation équilibrée.","Bo na dó hɛn ayi kpo kanjɔ lɛ kpo ɖó ganji ɔ, é ɖò taji ɖɔ è ni nɔ bló agbazazɔ́ hwɛhwɛ, bo nɔ lɛ́ ɖu nǔɖuɖu e ɖò jlɛ̌ jí é.",positive
"La santé mentale, tout aussi importante que la santé physique, nécessite une attention particulière face au stress quotidien.","Lanmɛ na nɔ ganji ayi mɛ tɔn, lee lanmɛ na nɔ ganji agbaza tɔn ɖò taji gbɔn é ɔ, é byɔ ɖɔ è ni ɖó ayi wu ɖò adohu adohu ayihɔngbe ayihɔngbe tɔn lɛ nukɔn.",neutral
Un sommeil réparateur de sept à huit heures par nuit renforce notre système immunitaire et améliore nos capacités cognitives.,"Amlɔ e nɔ vɔ́ nǔ lɛ blóɖó nú ganxixo tɛnwe jɛ tantɔn ɖò zǎn ɖokpo mɛ é nɔ hɛn nǔ e nɔ ɖí xwi xá azɔn lɛ é lidǒ, bo nɔ lɛ́ bló bɔ nǔwukpikpé tamɛ linlin tɔn mǐtɔn nɔ kpɔ́n te d’eji.",positive
"L'hydratation joue un rôle crucial dans le bon fonctionnement de notre organisme, il est recommandé de boire au moins 1,5 litre d'eau par jour.","Nǔ taji ɖé wɛ é nɔ wà bɔ agbaza mǐtɔn nɔ w’azɔ̌ ganji; è nɔ ɖɔ ɖɔ è ni nɔ nu sìn litli 1,5 mɔ̌ ɖò kéze ɖokpo mɛ.",positive
Les consultations de prévention chez le médecin traitant permettent de détecter précocement d'éventuelles pathologies et d'ajuster son hygiène de vie.,"Enyi è ɖɔ xó xá dotóo ɔ dó gló azɔn ɔ, é nɔ zɔ́n bɔ è nɔ yawu tuùn azɔn e sixu dɔn mɛ lɛ é, bo nɔ lɛ́ bló huzuhuzu lɛ ɖò gbɛzán mɛtɔn mɛ.",positive
Une alimentation riche en fruits et légumes frais apporte les vitamines et minéraux nécessaires pour lutter contre la fatigue et les infections.,Nǔɖuɖu e mɛ atín sínsɛ́n kpo ama kpo e è ma ko ɖa ǎ lɛ é sukpɔ́ ɖè é nɔ na vitamine kpo nǔ e sín hudo è ɖó bo na ɖí xwi xá nǔcikɔ kpo azɔn lɛ kpo é.,positive
La gestion du stress par la méditation ou le yoga contribue significativement à réduire les risques de maladies liées au mode de vie moderne.,"Enyi è ɖu ɖò adohu adohu jí gbɔn tamɛ linlin alǒ yoga gblamɛ ɔ, é nɔ d’alɔ tawun bɔ è nɔ ɖè azɔn ɖěɖee cá kàn xá gbɛzán égbé tɔn lɛ é kpò.",positive
"L'exposition modérée au soleil est bénéfique pour la synthèse de la vitamine D, mais il est impératif de se protéger des rayons ultraviolets nocifs.","Hwesivɔ e ɖò bǎ ɖé mɛ é nɔ wà ɖagbe nú vitamine D sín ɖiɖó, amɔ̌, é ɖò taji ɖɔ è ni cyɔn alɔ mɛɖée jí sín weziza ultraviolet e nɔ wà nǔ dó mɛ wu lɛ é sí.",positive
"Pour maintenir une bonne santé oculaire, il est conseillé de faire des pauses régulières lors de l'utilisation prolongée d'écrans numériques.","Bo na dó hɛn nukún towe lɛ ɖó ganji ɔ, é nyɔ́ ɖɔ è ni nɔ gbɔjɛ hwɛhwɛ hwenu e è ɖò nǔ e è nɔ ylɔ ɖɔ écran numérique lɛ é zán wɛ nú táan gegě é.",positive
